mag,place,time,updated,tz,url,detail,felt,cdi,mmi,alert,status,tsunami,sig,net,code,ids,sources,types,nst,dmin,rms,gap,magType,type,title
1.75,"4 km SSE of Dover, Oklahoma",1665666797010,1665768456179,,https://earthquake.usgs.gov/earthquakes/eventpage/ok2022ubso,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ok2022ubso&format=geojson,,,,,reviewed,0,47,ok,2022ubso,",ok2022ubso,",",ok,",",origin,phase-data,",89.0,0.08728287212,0.25,39.0,ml,earthquake,"M 1.8 - 4 km SSE of Dover, Oklahoma"
0.85,"6km W of Cobb, CA",1665666794160,1665666892404,,https://earthquake.usgs.gov/earthquakes/eventpage/nc73793026,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=nc73793026&format=geojson,,,,,automatic,0,11,nc,73793026,",nc73793026,",",nc,",",nearby-cities,origin,phase-data,",9.0,0.01049,0.01,66.0,md,earthquake,"M 0.9 - 6km W of Cobb, CA"
-0.42,"86 km NNW of Karluk, Alaska",1665666328920,1665714782590,,https://earthquake.usgs.gov/earthquakes/eventpage/av91074588,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=av91074588&format=geojson,,,,,reviewed,0,0,av,91074588,",av91074588,",",av,",",origin,phase-data,",5.0,,0.17,104.0,ml,earthquake,"M -0.4 - 86 km NNW of Karluk, Alaska"
1.47,"14km ESE of Little Lake, CA",1665666096620,1665700699928,,https://earthquake.usgs.gov/earthquakes/eventpage/ci40360368,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ci40360368&format=geojson,,,,,reviewed,0,33,ci,40360368,",ci40360368,",",ci,",",focal-mechanism,nearby-cities,origin,phase-data,scitech-link,",22.0,0.0689,0.13,106.0,ml,earthquake,"M 1.5 - 14km ESE of Little Lake, CA"
1.4,"9 km WNW of Nelchina, Alaska",1665666096191,1667514639171,,https://earthquake.usgs.gov/earthquakes/eventpage/ak022d57g6hx,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ak022d57g6hx&format=geojson,,,,,reviewed,0,30,ak,022d57g6hx,",ak022d57g6hx,",",ak,",",origin,phase-data,",,,0.58,,ml,earthquake,"M 1.4 - 9 km WNW of Nelchina, Alaska"
4.9,"31 km S of Hualien City, Taiwan",1665665894982,1665668664040,,https://earthquake.usgs.gov/earthquakes/eventpage/us6000ita8,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=us6000ita8&format=geojson,,,,,reviewed,0,369,us,6000ita8,",us6000ita8,",",us,",",origin,phase-data,",22.0,0.395,0.46,105.0,mb,earthquake,"M 4.9 - 31 km S of Hualien City, Taiwan"
1.4,"32 km SSE of False Pass, Alaska",1665665778599,1667514643496,,https://earthquake.usgs.gov/earthquakes/eventpage/ak022d576i0z,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ak022d576i0z&format=geojson,,,,,reviewed,0,30,ak,022d576i0z,",ak022d576i0z,",",ak,",",origin,phase-data,",,,0.54,,ml,earthquake,"M 1.4 - 32 km SSE of False Pass, Alaska"
3.4,"18 km SSW of Ivanof Bay, Alaska",1665665513187,1667514638890,,https://earthquake.usgs.gov/earthquakes/eventpage/ak022d575i1z,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ak022d575i1z&format=geojson,,,,,reviewed,0,178,ak,022d575i1z,",us6000ita7,ak022d575i1z,",",us,ak,",",origin,phase-data,",,,0.61,,ml,earthquake,"M 3.4 - 18 km SSW of Ivanof Bay, Alaska"
-0.25,"74 km WNW of Ninilchik, Alaska",1665665076100,1665714405930,,https://earthquake.usgs.gov/earthquakes/eventpage/av91074583,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=av91074583&format=geojson,,,,,reviewed,0,0,av,91074583,",av91074583,",",av,",",origin,phase-data,",7.0,,0.11,160.0,ml,earthquake,"M -0.3 - 74 km WNW of Ninilchik, Alaska"
-0.42,"74 km NW of Ninilchik, Alaska",1665664555240,1665714199430,,https://earthquake.usgs.gov/earthquakes/eventpage/av91074578,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=av91074578&format=geojson,,,,,reviewed,0,0,av,91074578,",av91074578,",",av,",",origin,phase-data,",6.0,,0.09,296.0,ml,earthquake,"M -0.4 - 74 km NW of Ninilchik, Alaska"
1.67,"6 km ENE of Edmond, Oklahoma",1665664176539,1665766159817,,https://earthquake.usgs.gov/earthquakes/eventpage/ok2022ubrc,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ok2022ubrc&format=geojson,,,,,reviewed,0,43,ok,2022ubrc,",ok2022ubrc,",",ok,",",origin,phase-data,",78.0,0.03329346669,0.17,40.0,ml,earthquake,"M 1.7 - 6 km ENE of Edmond, Oklahoma"
2.00999999,"1 km WSW of P?hala, Hawaii",1665664062700,1665664262750,,https://earthquake.usgs.gov/earthquakes/eventpage/hv73177082,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=hv73177082&format=geojson,,,,,automatic,0,62,hv,73177082,",hv73177082,",",hv,",",origin,phase-data,",43.0,,0.129999995,76.0,md,earthquake,"M 2.0 - 1 km WSW of P?hala, Hawaii"
1.4,"11 km S of Fox River, Alaska",1665664033810,1667514638681,,https://earthquake.usgs.gov/earthquakes/eventpage/ak022d5709to,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ak022d5709to&format=geojson,,,,,reviewed,0,30,ak,022d5709to,",ak022d5709to,",",ak,",",origin,phase-data,",,,0.52,,ml,earthquake,"M 1.4 - 11 km S of Fox River, Alaska"
0.9,"73 km ESE of Denali Park, Alaska",1665663970614,1667514643311,,https://earthquake.usgs.gov/earthquakes/eventpage/ak022d5701xh,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ak022d5701xh&format=geojson,,,,,reviewed,0,12,ak,022d5701xh,",ak022d5701xh,",",ak,",",origin,phase-data,",,,0.77,,ml,earthquake,"M 0.9 - 73 km ESE of Denali Park, Alaska"
1.1,"38 km S of Harding-Birch Lakes, Alaska",1665663677762,1667514638458,,https://earthquake.usgs.gov/earthquakes/eventpage/ak022d56yzvw,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ak022d56yzvw&format=geojson,,,,,reviewed,0,19,ak,022d56yzvw,",ak022d56yzvw,",",ak,",",origin,phase-data,",,,0.55,,ml,earthquake,"M 1.1 - 38 km S of Harding-Birch Lakes, Alaska"
1.0,Central Alaska,1665663609504,1667514643119,,https://earthquake.usgs.gov/earthquakes/eventpage/ak022d56yrjq,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ak022d56yrjq&format=geojson,,,,,reviewed,0,15,ak,022d56yrjq,",ak022d56yrjq,",",ak,",",origin,phase-data,",,,0.87,,ml,earthquake,M 1.0 - Central Alaska
1.0,"10 km SE of Susitna North, Alaska",1665663414333,1667514642942,,https://earthquake.usgs.gov/earthquakes/eventpage/ak022d56y055,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ak022d56y055&format=geojson,,,,,reviewed,0,15,ak,022d56y055,",ak022d56y055,",",ak,",",origin,phase-data,",,,0.7,,ml,earthquake,"M 1.0 - 10 km SE of Susitna North, Alaska"
1.3,"31 km WNW of Valdez, Alaska",1665663409943,1667514642746,,https://earthquake.usgs.gov/earthquakes/eventpage/ak022d56xzsy,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ak022d56xzsy&format=geojson,,,,,reviewed,0,26,ak,022d56xzsy,",ak022d56xzsy,",",ak,",",origin,phase-data,",,,0.45,,ml,earthquake,"M 1.3 - 31 km WNW of Valdez, Alaska"
2.2,"Rat Islands, Aleutian Islands, Alaska",1665663288393,1667514638265,,https://earthquake.usgs.gov/earthquakes/eventpage/ak022d56xkud,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ak022d56xkud&format=geojson,,,,,reviewed,0,74,ak,022d56xkud,",ak022d56xkud,",",ak,",",origin,phase-data,",,,0.76,,ml,earthquake,"M 2.2 - Rat Islands, Aleutian Islands, Alaska"
-0.45,"73 km NW of Ninilchik, Alaska",1665663118160,1665713459400,,https://earthquake.usgs.gov/earthquakes/eventpage/av91074568,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=av91074568&format=geojson,,,,,reviewed,0,0,av,91074568,",av91074568,",",av,",",origin,phase-data,",6.0,,0.09,295.0,ml,earthquake,"M -0.5 - 73 km NW of Ninilchik, Alaska"
1.4,"46 km W of Cantwell, Alaska",1665661728575,1667514638067,,https://earthquake.usgs.gov/earthquakes/eventpage/ak022d56jf8y,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ak022d56jf8y&format=geojson,,,,,reviewed,0,30,ak,022d56jf8y,",ak022d56jf8y,",",ak,",",origin,phase-data,",,,0.33,,ml,earthquake,"M 1.4 - 46 km W of Cantwell, Alaska"
2.73000002,"11 km ENE of P?hala, Hawaii",1665661635870,1665661831410,,https://earthquake.usgs.gov/earthquakes/eventpage/hv73177032,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=hv73177032&format=geojson,,,,,automatic,0,115,hv,73177032,",hv73177032,",",hv,",",origin,phase-data,",39.0,,0.129999995,139.0,md,earthquake,"M 2.7 - 11 km ENE of P?hala, Hawaii"
4.7,"18 km SE of Bonifacio Moreno (El Aguaje), Mexico",1665661581938,1665667975722,,https://earthquake.usgs.gov/earthquakes/eventpage/us6000it9k,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=us6000it9k&format=geojson,2.0,2.0,,,reviewed,0,340,us,6000it9k,",us6000it9k,",",us,",",dyfi,origin,phase-data,",47.0,1.508,0.99,216.0,mb,earthquake,"M 4.7 - 18 km SE of Bonifacio Moreno (El Aguaje), Mexico"
1.77999997,"18 km W of Volcano, Hawaii",1665661437290,1665661617350,,https://earthquake.usgs.gov/earthquakes/eventpage/hv73177027,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=hv73177027&format=geojson,,,,,automatic,0,49,hv,73177027,",hv73177027,",",hv,",",origin,phase-data,",28.0,,0.150000006,58.0,md,earthquake,"M 1.8 - 18 km W of Volcano, Hawaii"
2.1,"48 km ESE of Pedro Bay, Alaska",1665661396834,1667514637818,,https://earthquake.usgs.gov/earthquakes/eventpage/ak022d56i9zb,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ak022d56i9zb&format=geojson,,,,,reviewed,0,68,ak,022d56i9zb,",ak022d56i9zb,",",ak,",",origin,phase-data,",,,0.42,,ml,earthquake,"M 2.1 - 48 km ESE of Pedro Bay, Alaska"
1.5,"33 km SE of Mina, Nevada",1665661009570,1665677326324,,https://earthquake.usgs.gov/earthquakes/eventpage/nn00849156,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=nn00849156&format=geojson,,,,,reviewed,0,35,nn,00849156,",nn00849156,",",nn,",",origin,phase-data,",17.0,0.083,0.1701,144.22,ml,earthquake,"M 1.5 - 33 km SE of Mina, Nevada"
0.39,"21 km SSW of Mammoth, Wyoming",1665660906360,1665671175110,,https://earthquake.usgs.gov/earthquakes/eventpage/uu60520337,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=uu60520337&format=geojson,,,,,reviewed,0,2,uu,60520337,",uu60520337,",",uu,",",origin,phase-data,",11.0,0.03752,0.11,213.0,md,earthquake,"M 0.4 - 21 km SSW of Mammoth, Wyoming"
1.31,"4 km SE of Dover, Oklahoma",1665660760490,1665673180544,,https://earthquake.usgs.gov/earthquakes/eventpage/ok2022ubpf,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ok2022ubpf&format=geojson,,,,,reviewed,0,26,ok,2022ubpf,",ok2022ubpf,",",ok,",",origin,phase-data,",46.0,0.0863830487,0.32,94.0,ml,earthquake,"M 1.3 - 4 km SE of Dover, Oklahoma"
2.63,"14 km SW of La Playa, Puerto Rico",1665660745080,1665661676380,,https://earthquake.usgs.gov/earthquakes/eventpage/pr71376678,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=pr71376678&format=geojson,,,,,reviewed,0,106,pr,71376678,",pr71376678,",",pr,",",origin,phase-data,",13.0,,0.23,178.0,md,earthquake,"M 2.6 - 14 km SW of La Playa, Puerto Rico"
1.09,"10km E of Mammoth Lakes, CA",1665660535370,1665678524798,,https://earthquake.usgs.gov/earthquakes/eventpage/nc73793021,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=nc73793021&format=geojson,,,,,reviewed,0,18,nc,73793021,",nc73793021,",",nc,",",nearby-cities,origin,phase-data,scitech-link,",16.0,0.008847,0.04,92.0,md,earthquake,"M 1.1 - 10km E of Mammoth Lakes, CA"
0.9,"26 km SSW of Mina, Nevada",1665659992856,1665660174049,,https://earthquake.usgs.gov/earthquakes/eventpage/nn00849153,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=nn00849153&format=geojson,,,,,automatic,0,12,nn,00849153,",nn00849153,",",nn,",",origin,phase-data,",11.0,0.263,0.1697,134.77,ml,earthquake,"M 0.9 - 26 km SSW of Mina, Nevada"
0.42,"19 km SSW of Mammoth, Wyoming",1665659794300,1665668555350,,https://earthquake.usgs.gov/earthquakes/eventpage/uu60520332,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=uu60520332&format=geojson,,,,,reviewed,0,3,uu,60520332,",uu60520332,",",uu,",",origin,phase-data,",11.0,0.04422,0.09,219.0,md,earthquake,"M 0.4 - 19 km SSW of Mammoth, Wyoming"
0.67,"4km ESE of Valle Vista, CA",1665659594240,1665698795758,,https://earthquake.usgs.gov/earthquakes/eventpage/ci40360336,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ci40360336&format=geojson,,,,,reviewed,0,7,ci,40360336,",ci40360336,",",ci,",",nearby-cities,origin,phase-data,scitech-link,",23.0,0.1049,0.15,89.0,ml,earthquake,"M 0.7 - 4km ESE of Valle Vista, CA"
2.0,"10 km NW of Susitna North, Alaska",1665659554067,1667514637572,,https://earthquake.usgs.gov/earthquakes/eventpage/ak022d56bo6x,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ak022d56bo6x&format=geojson,,,,,reviewed,0,62,ak,022d56bo6x,",ak022d56bo6x,",",ak,",",origin,phase-data,",,,0.92,,ml,earthquake,"M 2.0 - 10 km NW of Susitna North, Alaska"
2.85,"22 km SSW of Mammoth, Wyoming",1665659463030,1666263243040,,https://earthquake.usgs.gov/earthquakes/eventpage/uu60520327,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=uu60520327&format=geojson,1.0,2.0,,,reviewed,0,125,uu,60520327,",uu60520327,us6000it9d,",",uu,us,",",dyfi,origin,phase-data,",33.0,0.09288,0.2,58.0,ml,earthquake,"M 2.9 - 22 km SSW of Mammoth, Wyoming"
0.43,"6km SSE of Banning, CA",1665659421620,1665665457820,,https://earthquake.usgs.gov/earthquakes/eventpage/ci40360328,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ci40360328&format=geojson,,,,,reviewed,0,3,ci,40360328,",ci40360328,",",ci,",",nearby-cities,origin,phase-data,scitech-link,",9.0,0.06744,0.15,135.0,ml,earthquake,"M 0.4 - 6km SSE of Banning, CA"
3.63,"106 km SW of Pole Ojea, Puerto Rico",1665659305090,1666259943040,,https://earthquake.usgs.gov/earthquakes/eventpage/pr2022286003,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=pr2022286003&format=geojson,,,,,reviewed,0,203,pr,2022286003,",us6000it9c,pr2022286003,",",us,pr,",",origin,phase-data,",21.0,0.8083,0.42,260.0,md,earthquake,"M 3.6 - 106 km SW of Pole Ojea, Puerto Rico"
0.83,"22 km SSW of Antimony, Utah",1665659269830,1665677534400,,https://earthquake.usgs.gov/earthquakes/eventpage/uu60520322,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=uu60520322&format=geojson,,,,,reviewed,0,11,uu,60520322,",uu60520322,",",uu,",",origin,phase-data,",6.0,0.1049,0.16,154.0,md,earthquake,"M 0.8 - 22 km SSW of Antimony, Utah"
0.74,"20 km SSW of Mammoth, Wyoming",1665659110440,1665677408580,,https://earthquake.usgs.gov/earthquakes/eventpage/uu60520317,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=uu60520317&format=geojson,,,,,reviewed,0,8,uu,60520317,",uu60520317,",",uu,",",origin,phase-data,",11.0,0.04166,0.09,217.0,ml,earthquake,"M 0.7 - 20 km SSW of Mammoth, Wyoming"
0.53,"12 km NNE of Atka, Alaska",1665658861280,1665711800260,,https://earthquake.usgs.gov/earthquakes/eventpage/av91694746,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=av91694746&format=geojson,,,,,reviewed,0,4,av,91694746,",av91694746,",",av,",",origin,phase-data,",5.0,,0.18,169.0,ml,earthquake,"M 0.5 - 12 km NNE of Atka, Alaska"
1.51,,1665658818510,1665677251890,,https://earthquake.usgs.gov/earthquakes/eventpage/uu60520312,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=uu60520312&format=geojson,,,,,reviewed,0,35,uu,60520312,",uu60520312,",",uu,",",origin,phase-data,",21.0,0.02801,0.19,101.0,ml,earthquake,M 1.5 - 
0.9,"7 km SW of Cold Springs, Nevada",1665658799355,1665658953854,,https://earthquake.usgs.gov/earthquakes/eventpage/nn00849152,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=nn00849152&format=geojson,,,,,automatic,0,12,nn,00849152,",nn00849152,",",nn,",",origin,phase-data,",8.0,0.069,0.0742,135.31,ml,earthquake,"M 0.9 - 7 km SW of Cold Springs, Nevada"
1.45,"4 km SSE of Dover, Oklahoma",1665658569970,1665765132420,,https://earthquake.usgs.gov/earthquakes/eventpage/ok2022uboa,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ok2022uboa&format=geojson,,,,,reviewed,0,32,ok,2022uboa,",ok2022uboa,",",ok,",",origin,phase-data,",50.0,0.0863830487,0.23,51.0,ml,earthquake,"M 1.5 - 4 km SSE of Dover, Oklahoma"
1.1,"32 km E of Skwentna, Alaska",1665658510750,1667514642557,,https://earthquake.usgs.gov/earthquakes/eventpage/ak022d55zehv,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ak022d55zehv&format=geojson,,,,,reviewed,0,19,ak,022d55zehv,",ak022d55zehv,",",ak,",",origin,phase-data,",,,0.76,,ml,earthquake,"M 1.1 - 32 km E of Skwentna, Alaska"
0.9,"77 km WNW of Petersville, Alaska",1665658153441,1667514642367,,https://earthquake.usgs.gov/earthquakes/eventpage/ak022d55y4eo,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ak022d55y4eo&format=geojson,,,,,reviewed,0,12,ak,022d55y4eo,",ak022d55y4eo,",",ak,",",origin,phase-data,",,,0.81,,ml,earthquake,"M 0.9 - 77 km WNW of Petersville, Alaska"
1.4,"49 km SSW of Cantwell, Alaska",1665657861294,1667514637329,,https://earthquake.usgs.gov/earthquakes/eventpage/ak022d55x2h2,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ak022d55x2h2&format=geojson,,,,,reviewed,0,30,ak,022d55x2h2,",ak022d55x2h2,",",ak,",",origin,phase-data,",,,0.68,,ml,earthquake,"M 1.4 - 49 km SSW of Cantwell, Alaska"
2.56,"13 km S of Guánica, Puerto Rico",1665657677240,1665662456070,,https://earthquake.usgs.gov/earthquakes/eventpage/pr71376653,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=pr71376653&format=geojson,,,,,reviewed,0,101,pr,71376653,",pr71376653,",",pr,",",origin,phase-data,",4.0,,0.04,304.0,md,earthquake,"M 2.6 - 13 km S of Guánica, Puerto Rico"
1.4,"64 km SE of Denali National Park, Alaska",1665657675915,1667514642176,,https://earthquake.usgs.gov/earthquakes/eventpage/ak022d55wevb,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ak022d55wevb&format=geojson,,,,,reviewed,0,30,ak,022d55wevb,",ak022d55wevb,",",ak,",",origin,phase-data,",,,0.41,,ml,earthquake,"M 1.4 - 64 km SE of Denali National Park, Alaska"
0.98,"16 km SE of Waynoka, Oklahoma",1665657291079,1665667381143,,https://earthquake.usgs.gov/earthquakes/eventpage/ok2022ubni,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ok2022ubni&format=geojson,,,,,reviewed,0,15,ok,2022ubni,",ok2022ubni,",",ok,",",origin,phase-data,",37.0,0.03419329011,0.13,82.0,ml,earthquake,"M 1.0 - 16 km SE of Waynoka, Oklahoma"
1.54,"3km SE of Camarillo, CA",1665657143500,1665697600380,,https://earthquake.usgs.gov/earthquakes/eventpage/ci40360320,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ci40360320&format=geojson,,,,,reviewed,0,36,ci,40360320,",ci40360320,",",ci,",",focal-mechanism,nearby-cities,origin,phase-data,scitech-link,",28.0,0.02233,0.2,94.0,ml,earthquake,"M 1.5 - 3km SE of Camarillo, CA"
0.9,"47 km N of Tanana, Alaska",1665656750833,1667514637138,,https://earthquake.usgs.gov/earthquakes/eventpage/ak022d55t23m,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ak022d55t23m&format=geojson,,,,,reviewed,0,12,ak,022d55t23m,",ak022d55t23m,",",ak,",",origin,phase-data,",,,0.45,,ml,earthquake,"M 0.9 - 47 km N of Tanana, Alaska"
0.7,Wyoming,1665656713990,1665677002930,,https://earthquake.usgs.gov/earthquakes/eventpage/uu60520307,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=uu60520307&format=geojson,,,,,reviewed,0,8,uu,60520307,",uu60520307,",",uu,",",origin,phase-data,",11.0,0.03678,0.14,213.0,ml,earthquake,M 0.7 - Wyoming
-0.09,Wyoming,1665656519140,1665676753620,,https://earthquake.usgs.gov/earthquakes/eventpage/uu60520302,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=uu60520302&format=geojson,,,,,reviewed,0,0,uu,60520302,",uu60520302,",",uu,",",origin,phase-data,",9.0,0.03425,0.11,210.0,md,earthquake,M -0.1 - Wyoming
2.22,"22 km SSW of Mammoth, Wyoming",1665656350130,1665676626920,,https://earthquake.usgs.gov/earthquakes/eventpage/uu60520297,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=uu60520297&format=geojson,,,,,reviewed,0,76,uu,60520297,",uu60520297,",",uu,",",origin,phase-data,",24.0,0.03109,0.19,100.0,ml,earthquake,"M 2.2 - 22 km SSW of Mammoth, Wyoming"
1.1,"5 km SSE of Dover, Oklahoma",1665655896469,1665764322419,,https://earthquake.usgs.gov/earthquakes/eventpage/ok2022ubmo,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ok2022ubmo&format=geojson,,,,,reviewed,0,19,ok,2022ubmo,",ok2022ubmo,",",ok,",",origin,phase-data,",29.0,0.08728287212,0.16,52.0,ml,earthquake,"M 1.1 - 5 km SSE of Dover, Oklahoma"
1.77999997,"10 km ESE of P?hala, Hawaii",1665655798940,1665655998830,,https://earthquake.usgs.gov/earthquakes/eventpage/hv73176947,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=hv73176947&format=geojson,,,,,automatic,0,49,hv,73176947,",hv73176947,",",hv,",",origin,phase-data,",34.0,,0.119999997,174.0,md,earthquake,"M 1.8 - 10 km ESE of P?hala, Hawaii"
0.84,"11 km NNW of Perry, Oklahoma",1665655667280,1665776839357,,https://earthquake.usgs.gov/earthquakes/eventpage/ok2022ubml,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ok2022ubml&format=geojson,,,,,reviewed,0,11,ok,2022ubml,",ok2022ubml,",",ok,",",origin,phase-data,",36.0,0.09358163609,0.37,65.0,ml,earthquake,"M 0.8 - 11 km NNW of Perry, Oklahoma"
